valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,testResult,testResult_type,value,pop,incValue,prct,inc14d,trend,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2023-W10,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,56,431939,12.96,3.1,23.61,NA,NA,NA,NA,NA,TRUE
cases,2023-W10,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,14,917209,1.53,0.8,3.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W10,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,154,1483303,10.38,8.5,18.81,NA,NA,NA,NA,NA,TRUE
cases,2023-W10,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,675,4431431,15.23,37.4,28.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W10,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,904,1738391,52,50.1,95.38,NA,NA,NA,NA,NA,TRUE
cases,2023-W10,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,54,431939,12.5,3,25.47,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,9,917209,0.98,0.5,2.51,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,124,1483303,8.36,6.9,18.74,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,629,4431431,14.19,35.2,29.43,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,971,1738391,55.86,54.3,107.86,NA,NA,NA,NA,NA,TRUE
cases,2023-W11,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,1,NA,NA,0.1,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,52,431939,12.04,3.3,24.54,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,14,917209,1.53,0.9,2.51,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,93,1483303,6.27,5.9,14.63,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,570,4431431,12.86,36,27.06,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,854,1738391,49.13,53.9,104.98,NA,NA,NA,NA,NA,TRUE
cases,2023-W12,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,35,431939,8.1,2.4,20.14,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,10,917209,1.09,0.7,2.62,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,84,1483303,5.66,5.8,11.93,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,458,4431431,10.34,31.9,23.2,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,850,1738391,48.9,59.2,98.02,NA,NA,NA,NA,NA,TRUE
cases,2023-W13,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,35,431939,8.1,3,16.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,15,917209,1.64,1.3,2.73,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,69,1483303,4.65,5.8,10.31,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,350,4431431,7.9,29.7,18.23,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,711,1738391,40.9,60.3,89.8,NA,NA,NA,NA,NA,TRUE
cases,2023-W14,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,36,431939,8.33,3.2,16.44,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,5,917209,0.55,0.4,2.18,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,56,1483303,3.78,5,8.43,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,356,4431431,8.03,31.9,15.93,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,663,1738391,38.14,59.4,79.04,NA,NA,NA,NA,NA,TRUE
cases,2023-W15,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,40,431939,9.26,3.8,17.6,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,5,917209,0.55,0.5,1.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,71,1483303,4.79,6.7,8.56,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,329,4431431,7.42,30.9,15.46,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,619,1738391,35.61,58.2,73.75,NA,NA,NA,NA,NA,TRUE
cases,2023-W16,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,33,431939,7.64,3.2,16.9,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,6,917209,0.65,0.6,1.2,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,57,1483303,3.84,5.6,8.63,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,317,4431431,7.15,31.2,14.58,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,604,1738391,34.74,59.4,70.35,NA,NA,NA,NA,NA,TRUE
cases,2023-W17,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,33,431939,7.64,3.9,15.28,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,9,917209,0.98,1.1,1.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,45,1483303,3.03,5.3,6.88,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,242,4431431,5.46,28.3,12.61,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,525,1738391,30.2,61.5,64.95,NA,NA,NA,NA,NA,TRUE
cases,2023-W18,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,11,431939,2.55,1.9,10.19,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,4,917209,0.44,0.7,1.42,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,36,1483303,2.43,6.2,5.46,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,194,4431431,4.38,33.2,9.84,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,339,1738391,19.5,58,49.7,NA,NA,NA,NA,NA,TRUE
cases,2023-W19,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,22,431939,5.09,4.3,7.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,2,917209,0.22,0.4,0.65,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,29,1483303,1.96,5.6,4.38,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,152,4431431,3.43,29.6,7.81,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,309,1738391,17.78,60.1,37.28,NA,NA,NA,NA,NA,TRUE
cases,2023-W20,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,23,431939,5.32,4.5,10.42,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,5,917209,0.55,1,0.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,26,1483303,1.75,5.1,3.71,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,160,4431431,3.61,31.4,7.04,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,295,1738391,16.97,58,34.74,NA,NA,NA,NA,NA,TRUE
cases,2023-W21,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,12,431939,2.78,3.1,8.1,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,4,917209,0.44,1,0.98,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,16,1483303,1.08,4.2,2.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,120,4431431,2.71,31.5,6.32,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,229,1738391,13.17,60.1,30.14,NA,NA,NA,NA,NA,TRUE
cases,2023-W22,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,9,431939,2.08,3.2,4.86,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,2,917209,0.22,0.7,0.65,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,12,1483303,0.81,4.3,1.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,94,4431431,2.12,33.3,4.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,165,1738391,9.49,58.5,22.66,NA,NA,NA,NA,NA,TRUE
cases,2023-W23,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,9,431939,2.08,4.4,4.17,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,1,917209,0.11,0.5,0.33,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,11,1483303,0.74,5.3,1.55,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,69,4431431,1.56,33.5,3.68,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,116,1738391,6.67,56.3,16.16,NA,NA,NA,NA,NA,TRUE
cases,2023-W24,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,8,431939,1.85,4.4,3.94,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,1,917209,0.11,0.5,0.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,10,1483303,0.67,5.5,1.42,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,60,4431431,1.35,33,2.91,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,103,1738391,5.93,56.6,12.6,NA,NA,NA,NA,NA,TRUE
cases,2023-W25,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,5,431939,1.16,4.2,3.01,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,2,917209,0.22,1.7,0.33,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,8,1483303,0.54,6.8,1.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,37,4431431,0.83,31.4,2.19,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,66,1738391,3.8,55.9,9.72,NA,NA,NA,NA,NA,TRUE
cases,2023-W26,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,8,431939,1.85,6,3.01,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,1,917209,0.11,0.7,0.33,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,9,1483303,0.61,6.7,1.15,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,44,4431431,0.99,32.8,1.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,72,1738391,4.14,53.7,7.94,NA,NA,NA,NA,NA,TRUE
cases,2023-W27,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,4,431939,0.93,2.7,2.78,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,1,917209,0.11,0.7,0.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,18,1483303,1.21,12,1.82,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,45,4431431,1.02,30,2.01,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,82,1738391,4.72,54.7,8.86,NA,NA,NA,NA,NA,TRUE
cases,2023-W28,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,5,431939,1.16,2.9,2.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,1,917209,0.11,0.6,0.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,11,1483303,0.74,6.3,1.96,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,68,4431431,1.53,38.9,2.55,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,90,1738391,5.18,51.4,9.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W29,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,11,431939,2.55,5.2,3.7,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,0,917209,0,0,0.11,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,16,1483303,1.08,7.5,1.82,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,66,4431431,1.49,31,3.02,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,120,1738391,6.9,56.3,12.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W30,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,8,431939,1.85,3.1,4.4,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,0,917209,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,15,1483303,1.01,5.7,2.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,91,4431431,2.05,34.9,3.54,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,147,1738391,8.46,56.3,15.36,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,21,431939,4.86,4.7,6.71,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,5,917209,0.55,1.1,0.55,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,41,1483303,2.76,9.2,3.78,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,139,4431431,3.14,31.1,5.19,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,241,1738391,13.86,53.9,22.32,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,29,431939,6.71,4.6,11.58,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,12,917209,1.31,1.9,1.85,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,66,1483303,4.45,10.5,7.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,215,4431431,4.85,34.3,7.99,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,304,1738391,17.49,48.6,31.35,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,35,431939,8.1,5.3,14.82,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,7,917209,0.76,1.1,2.07,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,64,1483303,4.31,9.7,8.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,221,4431431,4.99,33.4,9.84,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,335,1738391,19.27,50.6,36.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,40,431939,9.26,5.5,17.36,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,13,917209,1.42,1.8,2.18,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,53,1483303,3.57,7.3,7.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,253,4431431,5.71,35,10.7,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,362,1738391,20.82,50.1,40.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,2,NA,NA,0.3,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,39,431939,9.03,3.4,18.29,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,9,917209,0.98,0.8,2.4,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,85,1483303,5.73,7.5,9.3,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,30 - 64,agegroup_ili_ari,all,positive,all,387,4431431,8.73,33.9,14.44,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,65+,agegroup_ili_ari,all,positive,all,620,1738391,35.67,54.4,56.49,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,unknown,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,CHFL,CHFL,0 - 4,agegroup_ili_ari,all,positive,all,25,431939,5.79,2.6,14.82,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,CHFL,CHFL,5 - 14,agegroup_ili_ari,all,positive,all,11,917209,1.2,1.2,2.18,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,CHFL,CHFL,15 - 29,agegroup_ili_ari,all,positive,all,64,1483303,4.31,6.8,10.05,NA,NA,NA,NA,NA,TRUE
